tweet	label
@user 📣📣Mu nigeria insha allah mu zamu dauki cupin!!	positive
@user 🤦🤦😥 Kagama sa ayi azumin Kuma Coroner virus Tana Nan tafe Zuwa gareka Dama Layi take bi, Yanzu Tazo Kaduna takama Malam. Tagama Dashi daga Kaduna Sai Ina?????	negative
maganar vaccine de munyi rejecting	neutral
@user Lokaci zaadina Allah kasa Ameer🤲🤲	neutral
sis kawo mu raba mana please	neutral
wasa ta ke fah	neutral
@user @user @user Ni ko buburwar ma banida ita ballanta na bata wani Abu 🤦‍♂️	neutral
@user To me kakeso kenan. 🙄	neutral
alhmdlh allah ya tabbatar mana da alheri wannan niyyar da kika sa azuciya kik	positive
sagittarius zurfin ciki	neutral
@user Hhm my nation Nigeria 🇳🇬 🇳🇬 🇳🇬 komede nabu daban Allah bamu ilimi me albarka	positive
@user Hahahahaha😂😂😂😂😂😂 BBC HAUSA kenan ai kuma kunsan kaomai baiyiwa 'yan Nigeria na azo a ganiba domin dukkan sassan kasar nan basu shedi jin dadi ko walwalaba a wannan shugabacin, a yanzudai da izinin Allah sai mun chanja muga domin abin ya'isa haka karya kawai ake mana 😭😭😭	negative
@user Gaskia wlh su raina mana hankali 🙃😔	negative
@user Ni wlh baqin cikina da ake qara sa sunansa da muhammad, this is annoying😗	negative
@user ai tsoho aikin gama ya gama, a dauki kaddara idan an sanda Allah kuma anyi imani dashi...👍👍	neutral
abasu fili su daku mana anayi muna watsa aya abaki	negative
@user @user Wato bakano harda dabbobi sai ya yaudara Gaba dai gaba dai kanawa, ko da me kazo an fika 😂😂😂😂😂	negative
@user 😂 😂 😂 Rashida Ta Manyan Mutane.... 😂 😂 Kina ruwa wlh	negative
ydg nidai wannan tambayar ku na yau yafi karfi na bari na kasa kunne naji yadda zata kaya a huta lfy ydg	positive
@user Toh, Kudin Da Bai Wuce Na Shan Shayi Ba Kam, Ai Ba Anfanin Kaisu Banki. Tunda Anfaninsu Na Yau Da Kullum Ne 😁	neutral
hankali na ya kwanta yanzu	positive
alamar karfi tana ga maikiba yanzu zamanin mulkin baba jamaa duk sun rame saboda tsadar abinci ko maganar gaskiya bbchausa wannan cin fuska ne wlh	negative
kut kuma naji ance zakin na mugun jin yunwa a time din da ya gudu kano ga jamaa lallai xe ja kaya	neutral
kuma kunsan wanga batu karyane kukeso kukara yayatawa munafukai kawaemtsw	negative
@user Allah yasa muga alkaire game da tattaunawar Nan 🙏	positive
na rantse da allah se mun fito neman na girki kut kaji fa	neutral
@user @user Allhamdulilah 🙏🏻 Bincike nada kyua kafin aure !	positive
@user Amma dai yar najeriya taji kunya wlh😂😂	negative
kusa hotunan hausawa mana tunda ba bbc india bane	neutral
@user El-rufai Shima Ya Bude ma Yan Shi'a Wuta Yau a Kaduna. Kalli Video👇🏻 https://t.co/pOz8S3glxi	neutral
@user Misali Kutumar ubanku shegu yayan tasha makaryatan banza🙊 Indai baku ganiba gaskiya kuka fada😕🥳	negative
@user Amin Rahama 🙏. Weather sai hamdala	positive
@user Wslm queen of queens allah ya tsarekih daga sharrin maqiya 👏👏	positive
allah raya mata su kiwo ya kama ta	positive
ana iya shege a lanjeriya	negative
kai malamai idan baku da abin posting kawai kusamanna hoton buhari kawai mu xaxxageshi	negative
@user Wow 😮 yau anada Lokacin fans kenan thank u.	positive
a a haryan xu sune akan	neutral
@user Ba, a hidding cibi😎	neutral
@user Ga dukkan Alamu kam janar yana dauke da korona 🤔	neutral
@user Ba kyau karya dallah u dinno answer everybady😑	neutral
@user Hakan shine yafi, fal ya qul kairan au li yas mut😷	positive
@user Duk shekarun da xatayi bata tsufa,saidai kawai tayi girgiza ta canza gashi🤣😂😅 @user	neutral
@user Alhamdulilah 🙏🏾 Allah ka karawa annabi daraja Buhari 2019 😀	positive
@user Wannan shiri yayi wallahi 😂😂😂	positive
@user Kullu nafsin za'ikatul maut dukkan mai rai mamaci ne Ubangiji Allah yaji kansa da rahama yasa ya huta.😪	positive
@user Wanan tambaya ga wanda ya saurara ma kenan. Lokacin dazai mana bayanin ma aka dauke mana wutan lantarki🤔	neutral
@user To Ku BBC meye damuwarka idan anyi satar jarabawa😂😂	negative
@user Akace jirginsu yafadi yamutu 😕 😕 🏃 🚶 🚶 🚶	negative
@user Kinyi kyau fa sadau 😍	positive
allah ya tarwatsa wannan tsinanniyar kasar israel din	negative
@user Zuwa chin kajii🐔	neutral
@user @user Angama ranki shi dade 😃renin wayo baiyi ba wlh	negative
@user Hmmm Sai baba buhari Ai ya riga yayi kuskure, Sai yanxu. Tun baya yakamata.... 😂	neutral
@user ALLAH yana ji kuma yana gani😭	positive
aekin banza aekin hofi	negative
@user Kaga mahaukaciya wai ci gaban yaran da zasuzo, inama yunwa tabar mutum yayi abun da yaran zasu samu😃😃	negative
@user Kaga kama karyako 🤔🤔 Bayansu babu wanda yakamasu sanda sukayiwa gomnatin baya 😢 Allah yakawomana daukin wannan zudda jinin da akeyi a yankunanmu na arewa 🙏🙏 https://t.co/05CWw73CTD	positive
@user Wannan ya nuna alamun #Ganduje ya haukace saboda mugun son mulki, Shiyi iya kokarin sa insha Allah it's finally, Domin ko babu komai suma sunci banza😂😂	negative
har kurame language ma sai kuyi twitar ma sai mu koma hausa zalla aradu run da ba akawunt din kowa bane	neutral
to barka allah ya kai mu goben sannan allah yasa mu gan wannan watar ninkin ba ninkin a rayuwar mu allah ya lulling mu da iyayenmu cikin rahama jin kai da aminci	positive
@user Shikn ai iraq sun kira ruwa😒😒😒	negative
@user Ai ba a magana🙄🙄	neutral
@user @user @user @user @user Keep on doing the good work @user . I, the prime minister of Nigeria Ina farin ciki da abubu wanda kikeyi.. Allah yai miki Albarka🙏🏼🙏🏼🙏🏼🙏🏼	positive
@user Allah mun tuba 🤲🤲😭😭 Allah muna neman yafiyarKa 😭😭😭🤲	positive
@user Gaskiya munajindadin kasancewa tare dashii Allah dai yabashii nidan kwana mai albarka da lfy👏	positive
wannan gaskiya ne director allah ya karamana hakuri cikin zukatar mu ameen	positive
haka yayi dai dai haka nakesan kasata nigeria tadawo basani ba sabo kowa ya taka doka to a hukuntashi ba wani siyasa allah yakara shigemn gaba	positive
@user GASKIYA ina kalubalantar wannan maganar da ke cikin wannan hoton saboda na sami wannan hoton a social media amma na bincika a shafinku na Internet ban samu labarin ba. Nayi searching 🔎 amma ba amsa. Da fatan zan samu sakamako daga gareku domin hana yada #FakeNews https://t.co/IfgvgsDNfM	negative
@user Noma tushen arziki Hausa proverb 😎😎	positive
@user @user Allah yayiwa Ganduje Albarka 🙏🙏🙏	positive
hehehehehehe shegiya karya	negative
@user To a ina za a dauresu? Naga shima Baban gashinan babu Mask a fuskarsa 😑	neutral
allah ya rabamu da ciwon hassada ameen on dibai	positive
@user KanO ya ko'ina sanyi a Duniya 🤢	neutral
@user Shin aka wankeshi shi carpet ne? In ruwan sauna 😁😁😁	negative
@user @user ...sai kallo Gimbiya🙏	positive
yayin da kusan mutum dubu sun mutu a kasan amerika kun gan ikon allah ko	negative
@user 'Ba rabo da maza ba , maida kamar su ' Allah Ya jikan #MuhammadAli 😢	positive
@user Good job jagora🤩🤩	positive
@user Zakayi bayani da larabci ay😡	neutral
sunan wata kasuwa wai ita‍️ aci lafiya	neutral
@user Allah sarki swthrt bbu komai Since olready Allah ya kare manake Alhamdulillah Ala kulli halin👏	positive
@user Kai jamaa wai dame zamuji da tsadar rayuwa koda kwashemana kudin qasa😭	negative
@user @user Ilimi Allah Ya sakawa Mallam 🙏	positive
@user Anyi rashin tarbiyya😂	negative
@user Hmmmm Tabb lallai akwai kwamachala😂😂😂😂😂	negative
@user Ita kullum government din idan banda jahilci babu abinda ta iya...tana daya daga cikin wadda ta haddasa kibi lanci a tsakanin yara..idan bada banada hauka ai baku da bakin magana ga al’umma 😭😭😭😭	negative
@user Yayanki ne wai🙄🙄🙄😂	neutral
@user @user da tuni anyi executing dinka kenan😂😂	neutral
@user Kut zancen banza sai kace dan aljanu shekara tara 🤣🤣🤣🤣	negative
@user Wai dama ramatu kece 🤔? Ni Banda dai naji anacewa kece d bazan gane ki b	neutral
@user Tana ga mai 'Kwanji 💪	neutral
@user Kutmelesiiiii yaji amsa Kam 🤣🤣 🤣	negative
wata rana kuma kabari zaki wayi gari ki ganki badama dunia juyi juyi ce kwado ya fada ruwan zafi	negative
@user @user Saboda bazai iya take dokar wata garin ba, sai dai na garin shi😏😏😏😏	negative
@user Da kun bishi ayy se ku hadu ku wanke tare😂😂😂	neutral
@user Baba kasha da riyarka🤣🤣🤣 Lokacin ka ne, dama Nasara kana tare da shi, cikin yardan Allah muna maka Fatan Al'khairi Allah Yakara Nasara	positive
@user Allah sarki😭😭ubangiji Allah ya jiqansu kai kuma Allah ya isar maka ya tona asirin wanda suke daukar nauyin wannan abu.	positive
@user Kuma halinku daya dah itah mah 😊😊😊	neutral
@user Saura ri daka😊😊	neutral
@user Bashi Jali ya fara sana'a mtswwww!!! 😕😕	negative
wai yanzu yan bbc kun dai na addressing ɗin shugaban ƙasa da laƙanin sai dai ku kira shi kai tsaye da buhari hakan daidai ne a aikin jarida just curious	negative
@user @user Congratulation FC Bayern Munich ix ur day , where ix Rahama sadau how market ,KADAKI Manta WATARANA a PSG YAU Kuma a Bayern Munich 🤣😂 https://t.co/4DbMVOebxt	positive
@user Wlh Allah ya isa wlh bazamu yafemiki ba wlh 😭😭😭	negative
@user to ku ina ruwan ku😤😕😏	negative
@user Nigeria tayi Babban rashi. Allah ya gafarta ma ya kyauta makwancin ka 😭💔	positive
@user 😂🤣 kaduna kunyi dacan governor.	positive
@user And so fucking what if you insulted @user and @user don’t you knows that it’s said “in baba baiji kunyar hawa jaki ba to jaki ma bazai ji kunyar kada shiba” We move✊🇳🇬	negative
akan me miye hadin su ko dai sun tsargu ne	neutral
wacce kotun tab ko kuma su masa duka a prison din wai dama ana bin doka ne a nigeria ban sani b ko a kotun bbc aka yanke wanan hukuncin	negative
@user 😂 😂 zan baki aro	neutral
wai allah yayi	positive
@user Alkur an kinfi haka nima yaro dani am 27 bareke😱 happy birthday and I wish u more years ahead.	positive
@user Amman an kamma Ibadan zuwa Lagos, Buhari na Yarabawa 😭😭😭	neutral
@user @user Haba BBCHAUSA sai kace bakuda labarin bugawa🤷🏽‍♂️	neutral
@user Eyyah kuma harda ku ai nasha mu kadai ne😀 sorry ehn	neutral
@user Wannan na nuna cewa bayan gwamna @user ya sauka kujeran gwamna, idan wani gwamna yazo shima zai cire rawanin Sarki Aminu Ado ya sake nada wani sabon sarki....👌	negative
@user Wannan kam daga Aljannan aka dauko butar ne 😂😂	neutral
@user @user @user Sababbe ya yi halin sa 😂🤣😂	neutral
@user Wannan haka Manjo Janar 😎	neutral
@user Da a waje yake kenan🤣🤣🤣🤣🤣	neutral
@user Inna son twitter saboda kowa comment din hankali yake sabanin Facebook 👍	positive
@user @user kai kauce the young alhaji🙌 dan allah ina tambayan sunan wakar da a ciki kake cewa 'get down with the top ten'	positive
@user Ya Hadiye Dollars 💵 ya za ae ku ganshi	negative
@user Gsky Baxamu Yadda ba Sai Dai Mukai Karar Mutun Ga Baba ganduje Yachi Tararsu Manyan Dalloli 🤸🤸🤸	neutral
talakawa ma sunyi tir da ɓoye abincin su da aka yi	negative
@user Shegiya kin shuka tsiya😂😂😂	negative
ya allah ka jefawa shuwagabanni kasar nan masifa da balai ka daga musu hankali ka janye musu duk wani jin dadi a rayuwar su	negative
@user Wannan shine shugabanda yafi kowane shigoba a tarihin Nigeria da Allah yayimasa tsawancinkwana dabamucikin wannan halin #rip😫	positive
@user Daga lokacin da kowa ya fara neman kudinsa da kansa daga lokacin za'a fahimci Waye mafi kirki a cikinsu, kuma jama'a suna rena wanzami bakwa ganin shiyayi hidimar farko Wacce itace dalilin Kasan cewar jarumar a halin nutsuwar data samu kanta 🤔 #SaiWanzami 👍	neutral
@user Allah y jiqanta, mu kuma idan namu tazo Allah y sa mucika d imani🙏	positive
@user amma da ba sun ce sun kashe shi ba,😐	negative
@user Allah yasa de albasa tayin halin ruwa👓👓👓👓🥽	positive
ni nagaji da tsoma bakina cikin lamarin wannan marar hankalin shugaba namu wallahi wuta naci cikin gidanka ka kasa kashewa kacewai ka taimakama wani a kan tashi	negative
@user Assalamu Alikum BBC News Hausa A Kasar Niger 🇳🇪 A Birni Niamey Zafi Ba A Ciwa Komai Yaseen Sai Dai Godiya Muna Shan Zafi	positive
@user Tou su leqa cameroon ko niger ko xasu dace😬	neutral
@user Allah ka gafartama sarkin Zazzau don tsarkin zatinka 😭😭😭😭	positive
finally bayan laukar cikin wata tara asuu tah haehu sae avun nanin anan shine wayasan namiji tahaepa ko mace	neutral
@user Allah ya shiga cikin lamuran mu 😢😭🤲🏻	positive
rahma kina da kyau sosai	positive
uban me ya kawo ku twitter the ban has been lifted abi nah	negative
@user @user Sama ta yiwa yarinya nisa saidai ta daga Kai tai kallo....😂😂😂😂😂😂😂Yarinya gwara ki sauke kan ki kasa ki kalli su Ali Nuhu, Kumurci, Da Kuma ni👈😂😂	negative
@user Yayi sarki Allah yakara hakuri🙏	positive
@user Za'asha browsing, wasu da yawa baza su maida hankali kan aiki hajj ba 😔 😔	neutral
@user Duk wanda naji ya che katsina Allah tsinke ma uwar makiyin shi Albarka😁😁	negative
@user Bangane cewa yayi tir da rikice-rikice ba . Mu ma zamu iya cewa tir din ai 😏😏😏	negative
@user Tabdijan ko America zamu taro yaki 🤔	negative
@user Kash🙉 inama ace ibn salman ne Yeriman yahudawa	neutral
fati to gaskiya inaso nasamu lambarki amma nasan zaiyimin wuta kuma na dade inawannan muradin lambarki don nasamu ganinki	positive
@user PDP ke ehu domin ayukan hannyyoyin da suka kasa gyarawane za'a farfado da, data kudunchin Nigeria zuwa gabar..😀	negative
@user Allah ya bada zaman lafiya Mutumina nagoyi bayan ka💯	positive
@user Yana bawa lawyers din da judge dollars shikenan zamuji shiru. Nigeria jagajaga 😭	negative
@user Dama chan zanchan banzane.... 💪	negative
@user Masha Allah mukam dama hakan take🙄	positive
@user Gaskiya Nigeria ana wasa da hankalin talaka ya akai har aka sauke shi ba'ai bincike ba sai yanxu 😅	negative
@user To ku so kuke ta dinga yi yan kiran masifa🤔🤔	negative
they was a scene that you told sadiq sani baka ganni bane ko sannu dazuwa bakayimin bahand he said ai ga sannu dazuwa nan cameramanfood and juice	neutral
@user @user @user today i miss labarina 😥😥😥😥😥😥😥😥😥😥	neutral
@user Allahu Akbar. Ya Allah Kamin daukakar da Za'min hakn Albarkar wannan da yake kwance anan Ya Allah koh Amafarki ne 🙏🙏 Ya Subhanalilih😭	positive
@user Allah ya gafarta musu, ya tona asirin masu hannu a sanadin mutuwar su 😭	positive
@user Kana ji ko? 😅😂😃😁 https://t.co/rJs8nkC0qT	neutral
@user Hegu BBC sun iya zama malolo😂	negative
saide in baiyi kankaraba	neutral
@user A a Wallahi Akwai Masu So Dan Kuwa Sunce Abokiyar Zama ce. 😊Amma Yakamata Muji Ke Kina so Ko Kuwa???	positive
@user Washasha ❤️ina yinki	positive
@user Allah ka kyautata makwanci🙏😓	positive
u see ur life dama baki fada bahdna dinki na yan ja ne dole sai an fadi nawane farashin abu ‍️	neutral
@user Rahma Sadau is so nice, bata da girman kai ❤✊ ILY	positive
@user 😂 Wannan mugu ne	negative
@user Au mu saidai muce Allah ya issar mu domin anci amanar kano 😭😭😭	negative
duck wani hakkina dake kansa nayafemasa allah yasa yana cikin aljannatul fiddausi ya allah	positive
@user Allah ya basu lafiya, Ya kai musu agajinsa da taimakon sa 😭	positive
waike yaushe zaki gama tallanki ko kinaso ki ida samun kudin biyan bashin cameras ne	neutral
@user Babu wutar lantarki Yajinki aiki makarantu, Asibitoci ta adanci rashin aikin yi🤔	negative
@user Oga na Allah ya kara kareka amin🤲🤲🤲	positive
@user Allah ya ganache dake kidawo hanya madedeciya That’s the only prayer da zamu miki🙏🏻	positive
@user Alhdllh gobe sai azumi kenan 😂	positive
@user A'a tana yawon buɗe ido ne 🙄🙄🙄🙄	neutral
i smile dandai aci na marmari bah amma yanasa basir fah	neutral
@user Yasin wannan duk Yan matan Layin mu ba Mai muninta... 🤔🤔🤔	negative
@user Mamanmu maganin kukanmu😍💔💔💔😂	positive
@user Wanda yayi wannan caption din anyi Dan iska🤣	negative
@user Iliya dan mai karfi yayi magana yan fashin daji kuyi saranda🤧	neutral
@user Allah ya maimai ta mana tare da lafiya 💯 da zaman lafiya😍.	positive
@user @user @user Domin Kallon Video Danna Wannan link 👇🏼👇🏼👇🏼👇🏼👇🏼 https://t.co/0zcrSHzkzQ	neutral
@user: Sallah ita ke kara kusantar da BAWA ga UBANGIJI. .ta haifar da NUTSUWA cikin zuciya.....👇kalli ka karu ...jumaat krm http:	positive
@user Ashe har kafi dangote ma suna a duniya........ Tramadol in action 🤣🤣🤣🤣🤣 https://t.co/dS90d9muV0	negative
@user Gaskiya kwata kwata bai dace ba kuma bai kamata hakan ya faruba saboda zai Iya kawo masololi dayawa daga baya danasani za'ayi sannan yasabawa Tarbiya da al'ada gaba daya don haka ayi hattara kar akwaso ruwan dafa kai ehe 😬😬😬	negative
@user Allah ya tsayar haka bijahi Maulatii sayyada fadeemah alaihas salatu wassalam 🙇🙇🙇	positive
@user Barcelona sunyi tunanin madari ne cuz sunsa me ratsin fari🤪🤪	neutral
@user Idan sun Shiga daki kuma Shi zai durkusa Dan itace Mai martaba sunusi lamido sunusi na III 😂🤣🤣	neutral
@user Allah mun tuba! Allah idan Ka ƙaddara mana tsawon rai, don tsarkin mulkinKa kada Ka maimaita mana irin wannan shekarar a rayuwarmu😭😭	positive
@user @user 😁Ai sai za,a ci abinci ko anci ake wanke hannu.	neutral
@user Kudai kashe mu hankalin ku sai yafi kwantawa Da wani charges xamu jii na biyan kudin fansa ko na fargaban tafiya kan hanya. This is madness 😏😏	negative
@user Toh sai me😡? Dama Kwallo aikin Shedan neh	negative
b har cikin xuciya ba yaseen wannna congrats en	positive
@user Mtswwww meye abun gwaninta anan ?? Sun Sha wahala a aikin banxa da zuwa sukayi suka siyo wata dabbar ba shikenan ba 🙄😎	negative
@user Gwamnati aekin graya jama a kamar gaske amma wannan zancen banza ne da kuma ja ce ce kuce ga albsu umma amma wannan Abu kamar aeki ne na marasa 🤔	negative
tsakanin mu dasu allah ya isa kawai	negative
tsinannu laananun allah ya allah ka tozarta su ka wulakanta su ya allah	negative
@user Hehehe Shima yasa ishirin ka mayara😂😂	neutral
@user 💃💃💃💃Allah kara tuna masu asiri yabamu zaman lfy me dorewa	positive
duk da takun kumin sa	neutral
@user @user Hada masa cikon Balance din tallan shi zai sa na hada kan nawa Balance din FIFA20 di na ni kuma. Dan Allah ki taimaka 🙏🏼😢	positive
@user Allah ya kawo ciniki 💰	positive
hbd allah yakara shekaru masu albarkayakawo miji nagari naannabi kuce ameen	positive
@user Kawai yahudanci ne wannan wallahi kuma wai abun takaici matasan mu sundaukeshi auran azimun🤷🤷	negative
@user ka manta hular ka a motar Laila 😂😂😂😂 @user ko taka ce zfin rabuwa yasa ka manta hular https://t.co/TcSGvS1g41	neutral
@user ta bangarena anan kano cikin nassarawa abun ba magana wallahi don sai da ruwan zafi nake alwala🧥🧥🧥🧥	neutral
@user Sabon karin magana Aikin banza hararan rahama sadau a Twitter😂😂😂	neutral
@user Tab😂😂😂 To Allah ya kara tsare mu..abin harda aladu..tirkashi😂😂😂	positive
@user YDG yawan fushi daga kwakwalwa ne ba Ara ake yi ba, domin wani abinda kayi mai duka baya fushi wani kuma cikin sauri yake yi 😆😏😣😥😴	neutral
@user Force a toi Safiya 🇳🇪🇳🇪	neutral
@user Kidan Janar a sama....💃💃	neutral
@user Allah mungode maka Allah Yh daukaka kasarmu🙏🏾💯	positive
allah ya shiryaki shiri na addinin musulunci ameen	positive
@user Allah ya gafarta mai yasa ya huta🙏Mukuma Allah yasa mucika da imani	positive
kudin kannywood dubai	neutral
@user Mutane kaman sun tara sani da Allah?In shaa Allah bazaiyi tasiri ba🙏	neutral
muma ba a barmu baya ba	neutral
@user Ba labari me dadi a Nigeria, yan ta'adda na yaqarmu, shuwagabanni na mana izgili😢	negative
@user @user Matakin farko dayakamata abi wajen Tabbatar da tsaro a Nigeria shine samar da ingantaccen ilimi ga yan kasa dakuma bude hanyoyin dogaro dakai, Saboda abu biyu ke kawo wannan taadancin, sune Jahilci Da Talauci 😰, Allahu yakara wanzar da zaman Lafiya a Nigeria.	positive
@user Saura tallafin 🐔 kaza	neutral
@user Kowa yai xamansa a garin su😂😂😂🎂	neutral
@user Wani aikin Sai Kano😅	neutral
@user Marayun da yake ciyarwa da waɗanda yake ɗaukan nauyin karatunsu.... Allah ya gafarta mishi da rahamarsa🙏	positive
@user Wannan batu yazo dai-dai lokacin da ake fama da talaucin gaske a Nigeria ☹️	negative
@user Allah yasa mai yiwuwane dan ba fadanba yin🤔	positive
@user Madadin su dage wajen yakin masu taaddanchi da yan bindiga dadi da masu satar shanu shine #SecureNorthNow 🇳🇬🇳🇬	negative
@user Nikam wai yan gudun hijira ne kawai suke da rai mutanen gari kam Baku ganin ukuba da wahalar da suke ciki ne jama'a komi wai aka samu yan gudun hijira yan gudun hijira 😠😡😱😱😒😫😏😚	negative
@user Ba da cokali ba 😁	neutral
wai yaushe yan boko haram dinnan zasu kare ne kokuma yaushe zaa dena wasa da wayonmu ne kodai da aljanu acikinsu yakamata ace sun kare haka	negative
@user Zakuci naman baba lale ko 😂	neutral
@user Allah yakara kiyaye mana ku baki daya ameen 🙏🙏	positive
@user @user Aiki Aiki dai baba Akwato mana yancinmu😎	positive
@user Aa dari za'ayi 🙄	neutral
@user BA qarya me gida Ina qarayinka pa👍👍💪💪💪👉	positive
dan dea da wasa kike kuma baki isa aure ba	neutral
@user Bazamuba muna zaman jimami da jaje akan abinda yasamu maryam booth😢	negative
@user @user Wannan hoton dai😃	neutral
@user Gsky mlm aminu mu aka ayemawa duka🤕🤕 ba ummar bah SBD ummar nakowa baida damuwa nasow mahamud presdo yakama ammah ai next episode presdo bai hakuraba	neutral
@user kaima bazabanka akayiba doli asauya 😜😜😜	negative
@user Sai da uwar ya taji kunya koh...😂	negative
@user Yan iska kawai kubar shi'ar mana tunda ba dole bace😟	negative
@user Wannan posting din da kuka kalla Kamfanin SHEHU AIRLINE🛩🚀 ne suka dauki nauyi kawo maku tare da hadin gwaiwar KAMFANIN AMASCO LUBRICANT	neutral
wai dan allah taska wani irin kwaɗayi yake da shi dole sai yaci banza	negative
@user Gaskiya bamuji dadin cire bosho ba wllh. 😔	negative
@user NAN KIKA DAWO NEH KUMA BAYAN NAGA KINAMA LIVERPOOL JAJE TOPA🙄🙄🤣	neutral
dan allah me suke chewa ne pls	neutral
yarinyar nan fa me kyau ce kawai dai kawai dai	positive
@user Na nesa ka sha dadi ba, wanda yake wuce wajibinsa ya tsallaka ko in kula😂	neutral
@user @user Amman kunada yanda zakuyi amfanida jami'an tsaron don biyan bukatun kanku KO? Hmmm , gakunan ga Allah bamuda karfi bamuda dabara sai Allah madaukakin sarki subahanahu wata Ala mun barku dashi 😭	positive
har na ji kwadayin farfesu	neutral
@user Allah yakawo kasuwa mai albarka,,,,..muma idan namu yazo insha allah we will order🙏🙏🙏🙏	positive
@user Marasa auren fah illa ne garesu?🙄🤔	negative
mun san haka nextlevel din kenan yunwa da fatara zai karu kowa ya daura damara wannan kadan ne baba a gasa su	negative
@user Allah yasa muma ayi mana gobe 🥵	positive
@user Aida yanzu ka chaza aiki 😏	neutral
@user @user Lol😃😃😃😃Meye hadin bandits din zamfara da boda, sannan tun kamin a rufe boda gwamna matawalle yayi bakin kokarin sa wajen kawo zaman lapia a jahar zamfara	positive
@user @user Savages 😂 rahama Yar saduwa 👍	neutral
@user Never lose hope! Sai mun yi kacakaca da moenchengladbach ma tukunna🔥	neutral
allah mun tuba allah ka yafe mana allah ya karemu saboda annabi saw	positive
@user Anya lamarinki babu jifa a ciki??? 😂😂🙆‍♂️	negative
mtsww koh ubanwa ya tambaye ta ohoo	negative
@user 🤣🤣🤭🤭lailai kuwa zaa ga kewa	neutral
su hushpappi sun isa wurin kenan	neutral
@user Na kalla harna haddace😂😂😂💔	neutral
@user Gaskiya akwai tantama a cikin wannan batun.🤐	neutral
@user N I miss u🤗 Ya kamata mu zauna fa🤔	positive
aikuwa jikinki zai koma na gwangwanin maltina harda wannan tanbarin zai fitomiki a kan kuncinki kibi ahankali wlh	neutral
allah kakawo mana karshen zubarda jinnin musulmea afadin duniya	positive
wlh harga allah ina matukar kaunarki har cikin zuciyataamma kash kinfi karfina wlhdomin kuwa ko pure water bazaki iya aikena siye ba amma dan girman allah kisakani a cikin jerin kasoyanki	positive
@user Kaji Dan wahala Bama Karin albashi ba Sai Dai Karin wahala kaiiiiiiii Ana mulkin......❓ a kano	negative
@user nafa ganki piska kawai nayi.😂	neutral
@user 😂😂😂😂😂😂yaukuma India aka koma	neutral
@user Meanwhile our Governor (Lolo) Is Busy Dancing With Yanmata a Wajen Party🤦‍♂️ ALLAH ya Saka Muna!😢	positive
@user MashaAllah Dakyau Mazaje 💪💪💪	positive
@user Madrid muna Ruwa Dai dai wuya 🤦‍♂️🤦‍♂️🤦‍♂️	negative
@user Allah ya isanmu,, Dollars dinmu yakai aka wanke shi...🤣🤣	negative
@user @user @user @user Banga laifinkiba nima a haka nake kukyale waziriya ta aiken sarki obalande 👈👈😂😂😂	neutral
@user Wahayi aka yimaku hala?🤔	negative
amma sai wanda yake da tumbi sannan zai samu shiga aikin kenan swat	neutral
@user Na dade inayinki @user... May Allah always protect guard nd guide yhu may He also bless ur hustle.... Ina yinki overrrrrrrr😘😘	positive
@user Abun duniya ya dami fafaroma 😂😂	neutral
@user Lallai wanka yabe jiki😉😉	positive
waiku haryau baku yarda mulki na allah bane haba aita magana daya	negative
@user @user @user Hahaha still wani qudurin kuma yakeson cika narasa gane sai yaushe dan Nigeria zai daina bari ana raina tunaninshi🤭	negative
@user Allah yajikan Malam Ameeeen🙏🏾	positive
@user Saura mu sokoto insha Allah🙏🙏🙏🙏	positive
@user Hahahahah tabaya ga wasake kenan ai kamakara 😂😂😂😂😂	neutral
@user Rip to her Allah yasa idan tamu tazo yasa mucika da kyau da imani amin yah Allah... Every soul must teste deaths... 😭😭😭❤❤❤❤	positive
@user Allah ya yafe Mana gaba daya Ameen thumma Ameen🙏	positive
@user Muna murna sosai d sosai ma kuwa😅😅😅9JA SAI BUHARI idan yayi 8 ya karamana alakoron 2 ya cikemana 10😅😅😅lol	positive
muguwar mummunar bakar alaada ce shiya zaunar dani har shekaruna sun kusa expire	negative
@user @user Gaskia naji dadin abunda ya faru da Mahmud don anuna masa cewa komai sai Allah ya yarda, yake faruwa, wannan ma babban darasi ne ga masu hali irin nashi, KUDOS Mal. Aminu saira ✌	positive
@user Ana wahalar damu😭	negative
@user Aiki, aiki, aiki dai Baba! 👏🏾👏🏾👏🏾	positive
@user Sai a dandaqeh shi kawai💁🏻‍♂️	negative
haba oga akwai amana	positive
@user Sai haje lahira zai sha mamaki, shaidanin banza. 👊	negative
idan ba tsoroba yayi irin ta buhari ya kira zangazangar lumana	negative
@user Suyi komai ma ina ruwan mu dasu, idan barasu damu ba su sai da kasar a saka mu haya Gida, Gida 😏😏	neutral
@user Da Baba Buhari, Damu dukkanmu Yan kasa mukara jin tsoron Allah kuma mudinga Saka Allah cikin dukkan lamurranmu na yau da kullun, Mu daina hassadar junanmu, mu daina bin junanmu da munanan kalamai. Allah yakara bamu zaman Lfy Mai daurewa Amin 🙏🙏	positive
"@user @user Allah ya kaimu😁😁😁 Dan kwambo once he said """"""""""""""""""""""""""""""""Kaji abu sai kace naira""""""""""""""""""""""""""""""""🤣🤣🤣"	positive
